Customer ID,Name,email,Address,Engagement Score,Satisfaction Level,Has Bought,Date,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Resolution,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Nombre del archivo,Transcripción completa
9965,Adrian Ozua,adrian.ozua@example.com,"6933 Melissa Rest, Andersonbury, MA 20335",458.8309521,72.04137133,TRUE,"27,5,2013",48,Other,Dell XPS,14/07/20,Technical issue,Network problem,"El cliente intentó contactar por fallas de internet, pero la llamada no fue atendida o se redirigió al buzón.",Pending,"Se recomienda recontactar al cliente, verificar si el servicio fue restablecido.",High,Social media,01/06/23 11:14,01/06/23 18:05,3,AdrianOzua281_281-526623173176_20250322015132-52384.wav,Linea 1: bueno buenas tardes buenas tardes si me buenas tardes me comunico por parte de soporte técnico en nuevos tengo el gusto del servicio de valeria caro carolina disculpe sí sí disculpe señorita si en este caso me estoy comunicando pues nuevamente en este caso le comentamos que no seas comunica comunicar más tarde ya que este le digo vamos a estar realizando algunos ajustes por fray llamada en este caso ya en este momento ya terminamos de realizar el lo que son los ajustes entonces me comunico con usted más que nada para en este caso validar crece y realizar en este caso pruebas para ver que si está funcionando ya nuevamente el servicio de manera correcta señorita entonces le comento en este caso primero primeramente para verificar igualmente pongo un video en youtube para nuevamente para para que al principio sí se me estuvo si se me estuvo oxeando batiendo para agarrar a que lo acabo de poner a ver si  | Linea 2: pero luego en este caso se  | Linea 3: se le puso mejor  | Linea 4: sí ahorita ya está ya está corriendo bien  | Linea 5: okay  | Linea 6: okay igualmente manténgalo en un minuto más y a este caso ya que termine la prueba y si ve que no se traba nomás para allá confirmar de que en este caso no sea problema que les tendría los megas pues ese caso vamos a realizar una prueba de velocidad bueno usted en este caso usted va a realizar una prueba de velocidad y evita le ahorita le comentó donde no se preocupe pero pero mientras realizo la prueba del vídeo  | Linea 7: muy bien okay igualmente manténgase a la llamada por favor  | Linea 8: okay  | Linea 9: sí  | Linea 10: otra vez  | Linea 11: o  | Linea 12: o  | Linea 13: q  | Linea 14: o  | Linea 15: que  | Linea 16: por favor  | Linea 17: y  | Linea 18: n  | Linea 19: señora  | Linea 20: c  | Linea 21: pues no sé poseo ni nada más eso es todo correcto  | Linea 22: okay está fluyendo de manera correcta okay señorita entonces si en este caso ya en este caso puede dejar si gusta de de producir video en este caso vamos no más para confirmar no más vamos a realizar una prueba de galicia este caso primeramente si se puede puede desconectar todos los dispositivos que se encuentren conectado a la tele la tele el caso desconectada de internet o a págala en este caso y no más mantenga conectado lo que es su celular  | Linea 23: pues no no tengo no tengo que conectarlo no si su celular sí tiene que estar conectado a la red desde ahí vamos a hacer la la poca velocidad  | Linea 24: solo en este caso que no haya ningún dispositivo extra que esté conectado  | Linea 25: k  | Linea 26: no  | Linea 27: k  | Linea 28: k  | Linea 29: listo  | Linea 30: okay ya se conectó en su celular sí okay señorita ahora entre su celular lo que va a hacer primeramente es ese caso va a entrar a su navegador ese puede ser google o cualquier otro y en ese navegador pues busca la lo que es wifi man o sea sí wifi hombre sería entonces buscar  | Linea 1: la ahí y entra a  | Linea 2: a wiseman sería doble u efe i ajá vale perdón perdón man eme a ene ajá es correcto  | Linea 3: entra ahí a lo que es ajá entra ahí y ahí hace la prueba los cien y ya me indica cuánto la edad  | Linea 4: k  | Linea 5: le está cargando  | Linea 6: uno punto cero cuatro  | Linea 7: okay en eso se casó entonces ahora  | Linea 8: de descarga fueron disculpe le resultaba  | Linea 9: mande  | Linea 10: de en este caso de descarga fueron  | Linea 11: de descarga pues no más le puse o sea la abrí y y así le puse no sé tengo que moverle algo  | Linea 12: no en este caso sino que de momento cuando hace la prueba le aparecen dos resultados uno que es el de descarga y otro que le aparece como de carga  | Linea 13: ah okay descargo me pone y ese me fusionó los dedos once punto diecisiete y en el que está para arriba la flechita punto treinta y siete  | Linea 14: okay en once y punto treinta y siete verdad  | Linea 15: ajá okay sí en este caso ya con esa probabilidad si estamos viendo que se le están llegando es un mes en este caso lo están llegando once de descarga y punto treinta y siete de cargas pero pues en en muchas situaciones nos suele llegar bueno no se suele mantener constante lo que es los megas en este caso cuando se realizó los presos suele ser algo que es  | Linea 16: fluctúa o que varía mucho entonces si le están llegando los nuevos señorita entonces ya con esto validamos que si se le está añado los megas y este caso su servicio está funcionando de manera correcta ya este caso me comentó también igual que ya no le está se le está trabando los videos entonces sería más que nada ahora usted mantenerlo montado por el resto de esta noche este caso va utilizó el servicio de manera normal y en este caso si usted llega a presentar que esta misma noche llega a presidir las trabas muy constantes otra vez por favor se comunica nuevamente con nosotros señorita para ver si ya es necesario en este caso pues que sea bueno que acuda al técnico señorita  | Linea 17: muy bien okay señorita entonces ahí sería por un par de todos no sé si hay algo más en que le pueda apoyar qué tal lo volvió a hacer y ya me pone siete descargas y punto cincuenta y uno en el otro okay igualmente como son tratamos de no ser las pizzas muy seguidas porque también llegan a afectar en el resultado llega y interferir también un poquito y cuando se hace las pruebas muy seguidas y pues igualmente conmigo pues hago que resultaba que celebraría  | Linea 18: muy bien  | Linea 19: entonces bueno no sé si tenga alguna otra duda disculpe no es todo muy amable okay señorita entonces sí que tenga una excelente noche  | Linea 20: gracias igualmente 
9965,Adrian Ozua,adrian.ozua@example.com,"6933 Melissa Rest, Andersonbury, MA 20335",458.8309521,72.04137133,TRUE,"27,5,2013",48,Other,Dell XPS,14/07/20,Technical issue,Network problem,"El cliente intentó contactar por fallas de internet, pero la llamada no fue atendida o se redirigió al buzón.",Pending,"Se recomienda recontactar al cliente, verificar si el servicio fue restablecido.",High,Social media,01/06/23 11:14,01/06/23 18:05,3,AdrianOzua281_281-526621991575_20250325020342-55073.wav,Linea 1: bueno  | Linea 2: sí muy buenas noches caballero me agónico por parte de soporte tengo el gusto el servicio de sí sí hace un momento en este caso lo llamé pero este caso me comentó que la de la llamada hace media hora en este caso pero en este caso le comento le estaba llamando con el motivo de que estaba apareciendo lo que es mucha lentitud en servicio caballero le com anteriormente a la llamada en este caso un compañero le estuvo realizando lo que es varios ajustes dentro de su servicio entonces en este caso me comentó que ya en su servicio se encuentra un poquito más de manera estable entonces le comento igualmente la estoy realizando y de momento estoy estoy viendo parámetros más correcto pero entonces me comunico con usted más que nada para validar para que usted utilice el servicio en este caso para ver si sigue presionadas la lentitud caballero ver si sigue persiguiéndolo en caso de que se sea así pues ya veremos en ese caso qué otro ajuste podemos realizar para que en este caso ver qué puede hacer otra cosa que le crece la lentitud cero  | Linea 3: r  | Linea 4: muy bien a ver más o menos a ver si entendí mi internet está muy lento  | Linea 5: okay yo he tenido por mucho tiempo ese internet y los mismos megas y no y normalmente pues no no la tragábamos estaba bien teníamos varios aparatos conectados a la vez y funcionaba bien después tuvimos un salimos fuera de esa casa y le dejamos de pagar y otra vez volvimos a hacer contrato y demás pero esta vez sí está muy muy bien pues hay un poquito naranja y que me indica que es baja la pues la red no la entonces es por eso que que que puse el reporte no más que no entendí muy bien lo que me dijiste campeón es que de ustedes y allá lo van a lo van a intentar componer o va a venir alguien un técnico arreglarlo pero con gusto nuevamente le repito le estaba comentando en este caso que que si este el cual o sea nosotros nos llegó el reporte de lo que es de lentitud lo que es este mismo día pero le comento antes de que yo lo llamara en este momento pues un compañero estuvo utilizando su servicio le estuvo realizando pues varios ajustes para ese mismo tema la lentitud cajero ahorita yo igual estuve revisando su servicio antes de llamarlo para verificar que estuviera funcionando su servicio y de momento le comento estoy viendo lo que son parámetros un poquito más correctos en su servicio también también que le llegue las velocidades entonces le estoy marcando ahorita para que pruebe los su servicio ya con los ajustes que le realizó mi compañero este mismo día de hoy hace unas horas para ver cómo funciona su servicio con estos ajustes para ver si ya está en este caso funcionando de manera correcta eso es izzi y ya no perciba la okay muy bien ya te entendí ahora sí mira ahorita yo no estoy en mi casa pues digo estaba trabajando por eso no podía contestar pero ahorita yo creo que en una  | Linea 6: pues en un rato más yo creo que una en una media hora ya llego a mi casa y reviso este esa situación en caso de que prevalezca el problema pues y que se lo hago saber y si ya está corregido también se los hago sabes okay caballero entonces en este caso le comento gusta que le devuelva la llamada en este caso esa media hora más o en este caso usted estará probando el servicio lo que es esta noche sí mejor mejor este pues sí mira no sé hasta qué di discúlpame hasta qué tiempo puedas marcarme hasta qué hora puedas marcarme no se preocupe nosotros como tal tenemos atención hasta las diez de la noche entonces me parece bien mira si te parece a las nueve está bien  | Linea 7: okay a las nueve de la noche desea que le devolvemos la llamada  | Linea 8: sí por favor  | Linea 9: okay claro okay muchas gracias pues pasar aparte para que le devuelva la llamada más tarde en caso de que no le en caso de que no le devuelva la llamada el día de hoy pues se la devolvería el día de mañana temprano en este caso muy bien muchas gracias okay queda entonces que tenga una excelente noche  | Linea 10: gracias igualmente 
1044,Alan Christopher Castillo Garcia,alan.christopher.castillo.garcia@example.com,"731 Carlson Village, New Laurenburgh, NH 14166",658.8748471,51.52114233,FALSE,"26,9,2012",27,Male,Microsoft Office,13/11/20,Atention Issue,Customer Service,"El cliente intentó comunicarse pero no fue atendido, posiblemente por desconexión del servicio o saturación de líneas.",Pending,Se debe reagendar llamada o contacto vía otro canal.,Low,Social media,01/06/23 7:29,01/06/23 1:57,3,AlanChristopherCastilloGarcia_251-524427383454_20250319183515-47597.wav,Linea 1: no bueno no se le colgó la llamada y lo que pasa es que tengo un tiempo me dijo en un puedo tardar cuanto tiempo okay okay este de acuerdo mire ya aplicamos lo que fueron algunos ajustes no sé si pueda verificar si ya cuenta con servicio por favor y déjeme checar 
1044,Alan Christopher Castillo Garcia,alan.christopher.castillo.garcia@example.com,"731 Carlson Village, New Laurenburgh, NH 14166",658.8748471,51.52114233,FALSE,"26,9,2012",27,Male,Microsoft Office,13/11/20,Atention Issue,Customer Service,"El cliente intentó comunicarse pero no fue atendido, posiblemente por desconexión del servicio o saturación de líneas.",Pending,Se debe reagendar llamada o contacto vía otro canal.,Low,Social media,01/06/23 7:29,01/06/23 1:57,3,AlanChristopherCastilloGarcia_251-525566743681_20250307183147-12849.wav,Linea 1: bueno hola qué tal buenas tardes habla soporte técnico de nine box se comunicó hasta el momento  | Linea 2: sí muchas gracias ya me escuchas sí ya le escucho dígame  | Linea 3: okay te comentaba si me puede me pudieron apoyar en revisar mi red desde ayer está fallando mucho está muy lento okey sí de acuerdo sin ningún problema solo proporcióneme su número de referencia de pago por favor para poder localizar su antena sí claro que sí te la dictó a ver es e q t cero uno noventa y cinco tres ochenta y cinco de acuerdo a nombre de vicente de rosas morales sí es correcto okay voy a estar revisando su servicio nada más de un momento por favor esperamos en la llamada muchas gracias  | Linea 1: valora  | Linea 2: sí aquí mire yo estuve revisando el servicio lamentablemente no me da gestión de la antena ya que está ocurriendo lo que es un pequeño percance en el sector en dónde está enlazadas o antena que es básicamente la torre principal de igual forma vamos a realizar algunos ajustes adicionales al sector como tal para ver si nos deja lo que es acceder a la antena y aplicarle lo que son algunos ajustes adicionales y de igual forma mejorar lo que es la estabilidad del servicio nada más que sí vamos a perder lo que es un poco más de tiempo ya que si toma tiempo lo que es hacer este tipo de configuraciones no sé si guste que le devuelva la llamada un poquitito más tarde para verificar con usted y el funcionamiento de su servicio si por favor te agradecería mucho sí claro vamos a estar aplicando estos acuses como le comentó y ya una vez terminado le devuelvo la llamada ya nada más para validar con usted de acuerdo de acuerdo muchísimas gracias de nada hasta luego que tenga un ex 
1044,Alan Christopher Castillo Garcia,alan.christopher.castillo.garcia@example.com,"731 Carlson Village, New Laurenburgh, NH 14166",658.8748471,51.52114233,FALSE,"26,9,2012",27,Male,Microsoft Office,13/11/20,Atention Issue,Customer Service,"El cliente intentó comunicarse pero no fue atendido, posiblemente por desconexión del servicio o saturación de líneas.",Pending,Se debe reagendar llamada o contacto vía otro canal.,Low,Social media,01/06/23 7:29,01/06/23 1:57,3,AlanChristopherCastilloGarcia_251-526622882588_20250311155824-118.wav,Linea 1: hola qué tal buenos días habla soporte técnico de nine box le atiende alan me comunicó al domicilio de jessica lópez meta  | Linea 2: sí así es  | Linea 3: bueno bueno me escucha sí buenos días dígame okay deme un momento creo que no logro escuchar de devolver la llamada 
1044,Alan Christopher Castillo Garcia,alan.christopher.castillo.garcia@example.com,"731 Carlson Village, New Laurenburgh, NH 14166",658.8748471,51.52114233,FALSE,"26,9,2012",27,Male,Microsoft Office,13/11/20,Atention Issue,Customer Service,"El cliente intentó comunicarse pero no fue atendido, posiblemente por desconexión del servicio o saturación de líneas.",Pending,Se debe reagendar llamada o contacto vía otro canal.,Low,Social media,01/06/23 7:29,01/06/23 1:57,3,AlanChristopherCastilloGarcia_251-524421866821_20250312204853-2054.wav,Linea 1: bueno hola qué tal buenas tardes habla soporte técnico de nine bok le atiende alan en qué podemos apoyarle gracias hay me escuchas bien al sí aquí lo escucho bien gracias mira este te decía estoy desde el domingo con mucha intermitencia en el servicio  | Linea 2: básicamente no puedo no podemos ver la televisión o sea todo se se corta este tarda mucho en regresar la señal  | Linea 3: este regresa tres segundos y se vuelve a cortar y tarda diez en regresar este  | Linea 4: pero pues la verdad no sé a qué atribuírsele este no es que tengamos tenemos una sola pantalla para toda la casa y y cada quien con su celular o sea no es demasiada la la carga ahorita estoy yo solo  | Linea 5: mi número telefónico con mi número celular no lo estoy usando y no puedo ver la televisión estoy queriendo ver un programa y se corta y se corta y se corta entonces éste que quisiera ver qué pudiéramos hacer o si es necesario que venga un técnico echarle un ojito  | Linea 6: de acuerdo no sé si me puede proporcionar su número de referencia de pago por favor para poder localizar su servicio  | Linea 7: ten me me sé mi número de servicio te sirve lamentablemente no con el número de referencia puedo ubicar lo que es la antena  | Linea 8: a ver aquí lo tengo entonces dame un momento es e de ernesto  | Linea 9: u de queso te de tito  | Linea 10: sí cero tres  | Linea 11: seis seis uno ocho cuatro okay a nombre de alejandro joel sandoval corto servidor  | Linea 12: okay voy a estar revisando el servicio nada más deme un momento por favor esperamos la llamada  | Linea 13: cómo no gracias  | Linea 14: o  | Linea 15: sí  | Linea 16: k  | Linea 17: s  | Linea 18: a  | Linea 19: j  | Linea 20: t  | Linea 21: e  | Linea 22: o  | Linea 23: no  | Linea 1: i  | Linea 2: el  | Linea 3: no dijo pero ya no debe tardar  | Linea 4: de acuerdo no sé si me pueda apoyar como último aplicarle un reset en la parte trasera de su módem por favor sí claro que sí apoyeme ubicando en la parte trasera del módem un botón llamado recet deberá estar dentro de un edificio muy pequeñito  | Linea 5: lo va a apretar con la ayuda de alguna aguja o algún alfiler lo voy a apretar aproximadamente unos ocho segundos por favor dame un segundito ya lo ubiqué déjame un clip también nos puede servir no así es perfecto ya lo ubiqué nada más deja ir por el clip okay a ver ya me moví un momentito  | Linea 6: y  | Linea 7: okay ya aquí tengo ya uno  | Linea 8: ocho segundos así es solamente ocho segundos por favor  | Linea 9: listo  | Linea 10: okay se se como que se resetearon todos los dedos y el módem  | Linea 11: okay vamos a esperar a que termine de iniciar de de que permite iniciar el módem vamos a esperar un momento por favor sí cómo no  | Linea 12: e  | Linea 13: k  | Linea 14: okay ya encendieron varios el de encendido el de como de red wifi uno al lado que es muy similar y uno que se puso ahorita con los naranja  | Linea 15: okay vamos a esperar que se ponga en verde por favor  | Linea 16: claro que sí  | Linea 17: listo ya está en verde  | Linea 18: de acuerdo verifique su servicio por favor para que me diga cómo lo logra percibir  | Linea 19: sí cómo no un momento  | Linea 20: e  | Linea 21: pues parece que ya al menos en la televisión ya no se está cortando  | Linea 1: no  | Linea 2: ya ya duré más de cinco segundos en que se cortara entonces ya eso ya no híjole qué cosa  | Linea 3: no ya ya está ya ya está jalando o sea ya de verdad no voy a no podía ver nada ni tres segundos por separada siete ocho hacemos a volver a arrancar y otra vez dos segundos y se volvió a pagar ya ahorita ya está transmitiendo bien  | Linea 4: okay sí estoy  | Linea 5: cambiando entre canales y parece que está igual perfecto  | Linea 6: sí  | Linea 7: sí sí sí bueno bueno  | Linea 8: sí ahí me escuchas sí disculpe no no lo escuchaba dígame si ya ya está ya le cambié como a cinco seis canales ya se puede ver la tele sin que sepa sin que se corte  | Linea 9: okay recuerda entonces en ese caso vamos a guardar las configuraciones que aplicamos de igual manera manténgalo el monitoreo el transcurso del día de hoy para checar cómo se va comportando de acuerdo okay no sé si tenga alguna duda más esté aquí o gusta que lo apoye en algo más no yo creo que con esto estamos bien te lo agradezco muchísimo de nada eso sería todo de mi parte hasta luego que tenga una excelente tarde hasta luego gracias hasta luego 
5265,Gabriela Ayala,gabriela.ayala@example.com,"5270 Bryant Point Apt. 422, East Tonyborough, OH 30394",972.420271,24.02560241,FALSE,"26,6,2013",67,Female,Autodesk AutoCAD,04/02/20,Billing issue,Invoice,Cobro incorrecto o error en la factura,Closed,Se ajustó la factura y se notificó al cliente del cambio.,Low,Email,01/06/23 0:12,01/06/23 19:53,1,AyalaGabriela_321-251_20250312165800-1633.wav,Linea 1: hola buenos días hola buenos días compañera si mira tengo un tema con un cliente me comenta que éste tiene dos servicios el  | Linea 2: el problema es de que pagó en un servicio pagó dos mensualidades por lo que entendí pero lo hizo por error él me comenta que si se puede lo que es  | Linea 3: este pasar el pago los dos pa un pago de los que hizo al servicio mal al otro para que los dos estén bien es hache eme  | Linea 4: cero uno  | Linea 5: cincuenta y uno seis ocho  | Linea 6: b  | Linea 7: a nombre de daniel alejandro gómez martínez  | Linea 8: que está mal no sirve  | Linea 9: daniel alejandro gómez martínez y tiene otro servicio hombre también creo que sí por lo que me comentó sí  | Linea 10: m  | Linea 11: déjame buscarlo por un hombre y aquí me aparecen domingo un pago de más  | Linea 12: sí  | Linea 13: sí nada más que en el en el otro le van a faltar los setenta y dos pesos si quieres pasármelo para decirle  | Linea 14: a que va que va compañera tos te lo paso al tres veintiuno verdad okay acaba gracias hasta luego 
4853,Angel Torres,angel.torres@example.com,"111 John Ways, South Davidfurt, MA 39654",132.5001248,93.77232927,TRUE,"1,10,2018",48,Male,Nintendo Switch,19/01/21,Technical issue,Internet ,Llamada conectada y cortada varias veces; puede indicar reconexiones del módem o red inestable.,In Progress,Soporte técnico remoto o visita técnica.,High,Phone,01/06/23 17:46,31/05/23 23:51,1,AngelTorres_277-524425236178_20250310145216-15178.wav,Linea 1: c uno  | Linea 2: según dice soporte técnico de nina me comunico el servicio de mario armando sí tengo un reporte al del correo que tiene lentito en su servicio  | Linea 3: sí  | Linea 4: eso lo presente el día de ayer por la tarde o el día de ahorita  | Linea 5: no ya tiene semanas  | Linea 6: okay  | Linea 7: a darle cuenta aquel servicio desde que lo instalaron el primer día funcionó súper bien y la siguiente todos los fines de semana necesitamos intermitente los componentes se conecta se desconecta el internet es muy lento  | Linea 8: y lo arreglan bueno nadie ha venido  | Linea 9: dicen que algo lo lo ajustan y después este ya otra vez si está bien  | Linea 10: yo como  | Linea 11: unas tres semanas así sin ningún problema y después de repente se vuelve intermitente y los a internet y los otros los intermitentes y ahorita por ejemplo es que intermitente y está muy lento  | Linea 12: de acuerdo voy a realizar los ajustes manténgase la llamada por favor  | Linea 13: okay  | Linea 14: o  | Linea 15: g  | Linea 16: nueve internet  | Linea 17: el  | Linea 18: j  | Linea 19: y luego a percibir que el servicio se fue por un momento es por la acción que está realizando permítame un momento más  | Linea 20: sí  | Linea 21: sí  | Linea 22: no  | Linea 23: h  | Linea 1: pero  | Linea 2: k  | Linea 3: j  | Linea 4: o  | Linea 5: k  | Linea 6: a  | Linea 7: a  | Linea 8: k 
1303,Cristian Enriquez,cristian.enriquez@example.com,"USS Hall, FPO AP 14539",664.7009999,16.46063055,TRUE,"15,8,2018",51,Male,Microsoft Xbox Controller,24/10/21,Technical issue,Network problem,Cliente logró contactar a soporte. Conversación posiblemente relacionada con asistencia o configuración.,Pending,Resuelto por llamada telefónica.,Low,Chat,01/06/23 12:05,01/06/23 9:27,1,CristianEnriquez_275-526471083736_20250401042142-66157.wav,Linea 1: bueno  | Linea 2: bueno buenas noches nos comunicamos por parte de soporte técnico es el servicio de juan armando burgo  | Linea 3: sí este altamente este se había comunicado el caballero con nosotros respecto a su servicio éste no se había dejado el número de usted para realizar algunas conexiones con usted no sé si se encuentra en su casa en este momento okay este no sé si me podría apoyar yendo hacia su módem por favor  | Linea 4: okay este anteriormente en algunos reportes había hecho he hecho algunos re conexiones este en este caso dos conectar la cajita negra de la de la pared no sé si me podría apoyar haciendo lo mismo por favor  | Linea 5: te voy a desconectar  | Linea 6: todos nos  | Linea 7: este únicamente la cajita negra okay de igual si gusta irse a su módem yo le voy a explicar este cómo cómo está está un poquito verde la que tiene un poquito verde  | Linea 8: así es  | Linea 9: esa esa es la que vamos a con dos conectar únicamente la de su pared okay  | Linea 10: ya lo desconecté pero el módem no se apaga no este únicamente hay que esperar a que en la cajita negra se apague por completo el poquito en color verde okay igual si en este momento se encuentra prendido vamos a esperar unos momentitos más y ya que se apague lo conectamos de vuelta okay  | Linea 11: okay  | Linea 12: a  | Linea 13: g  | Linea 14: o  | Linea 15: todavía sí aprendió muchacha  | Linea 16: okay este vamos a operar que este pague por favor este igual en la caja la cajita negra no únicamente es el el que vamos a observar que se pague el poquito  | Linea 17: j  | Linea 18: aún se mantiene emprendido  | Linea 19: ahí lo checo  | Linea 20: sí muchacha todavía señora luz sesenta  | Linea 21: sí robé  | Linea 22: okay igual es la cajita donde están los dos cables únicamente la caja depende un poquito verde  | Linea 23: okay igual pues no no observa que se ve un poco más débil la luz este o se mantiene igual  | Linea 24: sí ya se ve más débil  | Linea 25: más débil okay vamos a a conectarlo ahí no se preocupe okay este igual lo correcto sí por favor  | Linea 26: ahí está okay mozo pero no cinco minutos por favor está igual este si me puede ayudar a verificar que todo se encuentre bien conectado y en esa cajita negra este como le comento debe haber dos cables okay  | Linea 27: uno que va hacia la antena y el otro que baja el módem este no sé si los este los tiene ahora sí okay entonces este el que vaya el módem  | Linea 28: es es de qué color es  | Linea 29: tiene uno gris y uno negro  | Linea 30: okay ese cable gris en la cajita negra está conectado una entrada que dice data mas land algo así  | Linea 31: a ver ahora dice el gres va conectado a una gigabit data del otro lado está el otro cable el negro que dice poe o power algo así  | Linea 32: sí okey están bien conectados okay únicamente hemos espera cinco minutos por favor este una vez que pasen los  | Linea 1: cinco minutos este yo le indicaré este para ver si ya contamos con el servicio okay igual yo lo estaré indicando  | Linea 2: okay  | Linea 3: o  | Linea 4: sí  | Linea 5: g  | Linea 6: exactamente  | Linea 7: sí  | Linea 8: o  | Linea 9: o  | Linea 10: disculpe  | Linea 11: sí sigo con usted este estamos viendo que uno se tiene enlace con su antena en este caso vamos a requerir el aporte de los técnicos al igual estuve verificando los reportes pasados y vemos que pasó la misma situación este veo que se escaló con los técnicos los tecnico los restablecieron este pero sin embargo se sigue observando lo mismo en este caso vamos a solicitar que se haga una revisión más profunda este ya que vemos que es un problema que pues se volvió a repetir este en este caso para que ya pueda tener su servicio de manera normal este y evitar este inconveniente no este de igual manera yo luego a dar su número de reporte este y estaré solicitando que se comuniquen con usted para que pueda en este agendar su visita okay igual no sé si tenga donde anotar para darle su número de reporte  | Linea 12: e  | Linea 13: el número de reporte es el cero nueve  | Linea 14: a ver a ver  | Linea 15: permítame tantito no se preocupe  | Linea 16: es  | Linea 17: l cero nueve sies guión medio  | Linea 18: un guion medio  | Linea 19: veintidós  | Linea 20: siete cuatro  | Linea 21: uno siete cuatro  | Linea 22: siete cuatro dos tres  | Linea 23: dos tres  | Linea 24: okay así es su número de reporte este  | Linea 1: igual se estarán comunique comunicando con usted a este número terminación treinta y siete treinta y seis  | Linea 2: okay este igual los técnicos se estarán comunicando éste en un lapso de veinticuatro a setenta y dos horas generalmente este lo hacen en las primeras veinticuatro horas así que puede ser que para el día de mañana o más tardar el miércoles ya estén a tenerlo su servicio okey únicamente le pedirá estar al tanto de la llamada de el técnico este para que puedan concordar y que se lleve a cabo la visita con éxito okay  | Linea 3: okay perfecto por mi parte sería todo que tenga una excelente noche  | Linea 4: okay gracias igualmente 
1303,Cristian Enriquez,cristian.enriquez@example.com,"USS Hall, FPO AP 14539",664.7009999,16.46063055,TRUE,"15,8,2018",51,Male,Microsoft Xbox Controller,24/10/21,Technical issue,Network problem,Cliente logró contactar a soporte. Conversación posiblemente relacionada con asistencia o configuración.,Pending,Resuelto por llamada telefónica.,Low,Chat,01/06/23 12:05,01/06/23 9:27,1,CristianEnriquez_275-526441493713_20250401040931-66145.wav,Linea 1: buenas noches nos comunicamos por parte de soporte técnico este de nino este hace algunas horas en la tarde este se había comunicado con nosotros respecto a su servicio este habíamos quedado de marcarlos este nuevamente este para darle seguimiento no sé si en este momento está es su domicilio  | Linea 2: okay me podría usted ayudar yendo hacia su módem por favor okay ahí en la parte de atrás le va a haber una entrada de color azul y en la entrada debe haber un cable me podría indicar de qué color es por favor a ver  | Linea 3: muy bien  | Linea 4: sí sí no se preocupe  | Linea 5: ajá  | Linea 6: entonces este sí mire vamos a solamente es para guiarla es y tiene cable que está conectado a esta entrada lo vamos a seguir por favor hacia una cajita negra con un poquito en color verde okey y esa cajita negra está conectada a al enchufe de la corriente ese lo vamos a desconectar por favor  | Linea 7: okay sí  | Linea 8: ahora en la cajita negra el poquito verde debe de apagarse por completo okay si has a pago conectamos de vuelta la enchufe por favor  | Linea 9: no no se pagaba  | Linea 10: okay hasta que se apague me indica por favor una vez que se apague conectada vuelta al enchufe okay okay  | Linea 11: o  | Linea 12: lo tengo que desconectar  | Linea 13: únicamente del enchufe de la de la pared de la corriente  | Linea 14: okay  | Linea 15: okay conectamos de vuelta al enchufe por favor  | Linea 16: lo conectamos de vuelta sí  | Linea 17: j  | Linea 18: esta  | Linea 19: okay estaríamos esperar unos cinco minutos que es el tiempo que tarda en nuestra enlaza su antena okay este una vez que este que tenga internet éste va a observar que en su fue en su módem este el último foco se prenden verde okay una vez que lo haga este me indica por favor y checa si ya cuenta con internet okay  | Linea 20: igual me mantengo aquí en la línea  | Linea 21: ya  | Linea 22: sí  | Linea 23: c  | Linea 24: sí  | Linea 25: s  | Linea 26: don josé josé  | Linea 27: porque los limpios  | Linea 28: k  | Linea 29: e  | Linea 30: y  | Linea 31: y  | Linea 32: hasta luego  | Linea 33: cuántos ojos tienen que estar prendidos en el módem  | Linea 34: deben ser cuatro este y los tres primeros y el último todos en color verde okay en este momento tiene tres okay el último está pagado  | Linea 35: okay una vez que pasen los cinco minutos este debe aprender hacer hace poquito verdad este y ya puede checar si cuenta con interna  | Linea 36: k  | Linea 37: sí  | Linea 38: s  | Linea 39: k  | Linea 40: k  | Linea 41: gente fría como usted  | Linea 42: porque luego te queda  | Linea 43: y  | Linea 44: k  | Linea 45: ocho ocho k  | Linea 46: n  | Linea 47: no sé  | Linea 48: espera un poquito  | Linea 49: k  | Linea 1: k  | Linea 2: k  | Linea 3: k  | Linea 4: disculpa  | Linea 5: no no aún sigue sin internet okay en este caso este vemos que es un tema con su antena este por las mismas razones en que quedó sin el servicio como que en este caso ocupáramos del apoyo un técnico este yo y escala a su información este únicamente le voy a dar su número de reporte para que los inico la pueden identificar que se pongan en contacto con usted okey este no sé si tenga donde anotar para darle su número de reporte  | Linea 6: o  | Linea 7: cómo no dónde está no sé  | Linea 8: sí  | Linea 9: sí  | Linea 10: okay el número de reporte es el cero nueve  | Linea 1: j  | Linea 2: l cero nueve así es  | Linea 3: guión medio veintidós  | Linea 4: siete tres  | Linea 5: cómo  | Linea 6: guión medio veintidós siete nueve  | Linea 7: cinco siete siete tres cinco siete  | Linea 8: sí  | Linea 9: okay este es su número de reporte al igual se estarán comunicando a este número terminación este treinta y siete trece que es el de usted para poder este agendar su visita okay únicamente que estaría estaría quedaría estar al pendiente de la llamada este y para que ellos se puedan comunicar y que puedan hasta ayudarla con su problema okay perfecto por mi parte sería to tenga una 
